0     0       
1     0       
2     0       
3     0       
4     0       
5     0       
6     0       
7     0       
8     0       
9     0       
10    0       
11    0       
12    0       
13    0       
14    0       
15    0       
16    0       
17    0       
18    0       
19    0       
20    0.33882484822650627
21    2.967068768457198
22    7.255542003610503
23    3.0575915541295124
24    0       
25    0       
26    0       
27    0       
28    0       
29    0       
30    0       
31    0       
32    0.4324244608189598
33    0.6372906698403101
34    0.8222249871971335
35    2.798130766382196
36    2.523023437279904
37    3.2252962950920243
38    1.665094377566295
39    1.984982078204596
40    0.8831514928701518
41    1.1963596639669694
42    0.671117344742729
43    0.3295244649153507
44    0.3213586433205847
45    0.15791282527018582
46    0.3071057678769059
47    0.14930984859057522
48    0.4376049839570338
49    0.43063451771198846
50    1.1247555758770418
51    0.6883606450452561
52    2.0290690537290432
53    1.9921327891578824
54    1.827762860376158
55    2.6901983003956818
56    0.5028878098421299
57    0.4933389483099081
58    0.12243532238843066
59    0.3584914385930191
60    0.35359318585581756
61    1.2736862474937167
62    0.6827208526336042
63    0.6711064756329799
64    1.2109894244149215
65    1.9524653363170679
66    1.6029490596042613
67    1.159732388209598
68    1.661100486452678
69    0.511322180429061
70    0.3025428673119039
71    0.19855242979688834
72    0.981136782284563
73    1.9354345051275477
74    0.38277267716905017
75    1.6009421219315259
76    0.8375679591796972
77    1.0086555057172975
78    0.6331806542656618
79    1.2549030769115643
80    0       
81    0       
82    0       
83    0       
84    0       
85    0       
86    0       
87    0       
88    0       
89    0       
90    0       
91    0       
92    0       
93    0       
94    0       
95    0       
96    0       
97    0       
98    0       
99    0       

